"subject" "activityname" "variable" "meanAvg" "stdAvg"
1 "LAYING" "BodyAccX" -0.0115358889115141 0.0247932385018487
1 "LAYING" "BodyAccY" -0.0122609074114397 0.0296083056112129
1 "LAYING" "BodyAccZ" -0.00161731865601312 0.0343065220791623
1 "LAYING" "BodyGyroX" 0.0114704403783495 0.111817844454636
1 "LAYING" "BodyGyroY" 0.00444869266497344 0.0394522230181932
1 "LAYING" "BodyGyroZ" 0.0275984349941828 0.0466008544566952
1 "LAYING" "fBodyAccJerkX" -0.9570738838 -0.9641607086
1 "LAYING" "fBodyAccJerkY" -0.9224626098 -0.9322178704
1 "LAYING" "fBodyAccJerkZ" -0.9480609042 -0.9605869872
1 "LAYING" "fBodyAccMag" -0.8617676481 -0.7983009404
1 "LAYING" "fBodyAccX" -0.9390990524 -0.9244374346
1 "LAYING" "fBodyAccY" -0.86706520518 -0.8336255561
1 "LAYING" "fBodyAccZ" -0.8826668762 -0.81289155944
1 "LAYING" "fBodyBodyAccJerkMag" -0.9333003608 -0.9218039756
1 "LAYING" "fBodyBodyGyroJerkMag" -0.9423669466 -0.9326606676
1 "LAYING" "fBodyBodyGyroMag" -0.8621901854 -0.82431943968
1 "LAYING" "fBodyGyroX" -0.850249174586 -0.8822964508
1 "LAYING" "fBodyGyroY" -0.9521914948 -0.9512320494
1 "LAYING" "fBodyGyroZ" -0.909302721 -0.9165825082
1 "LAYING" "tAccX" 0.148162573229063 0.018890489881379
1 "LAYING" "tAccY" 0.710454980704781 0.0254179155859209
1 "LAYING" "tAccZ" 0.430974251735484 0.0272580495080411
1 "LAYING" "tBodyAccJerkMag" -0.9543962646 -0.9282456284
1 "LAYING" "tBodyAccJerkX" 0.0810865342 -0.958482112
1 "LAYING" "tBodyAccJerkY" 0.0038382040088 -0.9241492736
1 "LAYING" "tBodyAccJerkZ" 0.010834236361 -0.9548551108
1 "LAYING" "tBodyAccMag" -0.8419291525 -0.79514486386
1 "LAYING" "tBodyAccX" 0.22159824394 -0.9280564692
1 "LAYING" "tBodyAccY" -0.0405139534294 -0.83682740562
1 "LAYING" "tBodyAccZ" -0.11320355358 -0.826061401628
1 "LAYING" "tBodyGyroJerkMag" -0.96346103 -0.9358409828
1 "LAYING" "tBodyGyroJerkX" -0.107270949192 -0.9186085208
1 "LAYING" "tBodyGyroJerkY" -0.04151728689 -0.9679072436
1 "LAYING" "tBodyGyroJerkZ" -0.0740501211 -0.9577901596
1 "LAYING" "tBodyGyroMag" -0.874759548 -0.81901016976
1 "LAYING" "tBodyGyroX" -0.016553093978 -0.87354386782
1 "LAYING" "tBodyGyroY" -0.064486124088 -0.9510904402
1 "LAYING" "tBodyGyroZ" 0.14868943626 -0.9082846626
1 "LAYING" "tGravityAccMag" -0.8419291525 -0.79514486386
1 "LAYING" "tGravityAccX" -0.24888179828 -0.8968300184
1 "LAYING" "tGravityAccY" 0.70554977346 -0.90772000676
1 "LAYING" "tGravityAccZ" 0.4458177198 -0.85236629022
1 "SITTING" "BodyAccX" -0.00336698807718783 0.0088169456999404
1 "SITTING" "BodyAccY" 0.00830296874545219 0.0149526077204382
1 "SITTING" "BodyAccZ" 0.00124322219354089 0.0138905489270345
1 "SITTING" "BodyGyroX" -0.0182292707113541 0.0215434646598802
1 "SITTING" "BodyGyroY" -0.0079394077457631 0.0276759264377177
1 "SITTING" "BodyGyroZ" -0.0103572343574678 0.030553897435541
1 "SITTING" "fBodyAccJerkX" -0.986597022553191 -0.987492994468085
1 "SITTING" "fBodyAccJerkY" -0.981579467021277 -0.982513909574468
1 "SITTING" "fBodyAccJerkZ" -0.986053092340425 -0.988339184893617
1 "SITTING" "fBodyAccMag" -0.947782922553192 -0.928444801702128
1 "SITTING" "fBodyAccX" -0.979641238723404 -0.976412313191489
1 "SITTING" "fBodyAccY" -0.944084550425532 -0.917275006382979
1 "SITTING" "fBodyAccZ" -0.959184889148936 -0.934469558085106
1 "SITTING" "fBodyBodyAccJerkMag" -0.985262126808511 -0.981606177446808
1 "SITTING" "fBodyBodyGyroJerkMag" -0.989797547234043 -0.987049617234043
1 "SITTING" "fBodyBodyGyroMag" -0.958435589361702 -0.932198374893617
1 "SITTING" "fBodyGyroX" -0.976161464042553 -0.977904227021277
1 "SITTING" "fBodyGyroY" -0.975838585319149 -0.962345042553192
1 "SITTING" "fBodyGyroZ" -0.951315544468085 -0.94391784106383
1 "SITTING" "tAccX" 0.920397420977394 0.00646400176746432
1 "SITTING" "tAccY" 0.230512473086769 0.00762917750910514
1 "SITTING" "tAccZ" 0.322026273969415 0.00854657876357304
1 "SITTING" "tBodyAccJerkMag" -0.987364195531915 -0.984120024042553
1 "SITTING" "tBodyAccJerkX" 0.0774825199574468 -0.986430711276596
1 "SITTING" "tBodyAccJerkY" -0.000619102785106384 -0.981371965319149
1 "SITTING" "tBodyAccJerkZ" -0.00336779235021277 -0.987910804468085
1 "SITTING" "tBodyAccMag" -0.948536786170213 -0.927078418723404
1 "SITTING" "tBodyAccX" 0.261237565425532 -0.977229008297872
1 "SITTING" "tBodyAccY" -0.00130828765170213 -0.922618641914894
1 "SITTING" "tBodyAccZ" -0.104544182255319 -0.93958629106383
1 "SITTING" "tBodyGyroJerkMag" -0.991976341276596 -0.988308728510638
1 "SITTING" "tBodyGyroJerkX" -0.0936793807234043 -0.99173159212766
1 "SITTING" "tBodyGyroJerkY" -0.0402118124255319 -0.989518068510638
1 "SITTING" "tBodyGyroJerkZ" -0.046702627 -0.987935806382979
1 "SITTING" "tBodyGyroMag" -0.93089249 -0.934531840425532
1 "SITTING" "tBodyGyroX" -0.045350056512766 -0.977211283191489
1 "SITTING" "tBodyGyroY" -0.0919241549361702 -0.966473895319149
1 "SITTING" "tBodyGyroZ" 0.0629313811914894 -0.941425920851064
1 "SITTING" "tGravityAccMag" -0.948536786170213 -0.927078418723404
1 "SITTING" "tGravityAccX" 0.831509933404255 -0.968457145744681
1 "SITTING" "tGravityAccY" 0.204411592680851 -0.935517055957447
1 "SITTING" "tGravityAccZ" 0.332043702765957 -0.949040933191489
1 "STANDING" "BodyAccX" 0.000276532436453538 0.00279620777116816
1 "STANDING" "BodyAccY" 0.000524808830951651 0.00631350409967788
1 "STANDING" "BodyAccZ" -0.000757860253643455 0.00666297501787722
1 "STANDING" "BodyGyroX" 0.0038027338948237 0.0128522266389872
1 "STANDING" "BodyGyroY" 0.00674630111015065 0.0114006198961243
1 "STANDING" "BodyGyroZ" -0.00510396859477624 0.0115637624739882
1 "STANDING" "fBodyAccJerkX" -0.994630797358491 -0.995073759245283
1 "STANDING" "fBodyAccJerkY" -0.985418704528302 -0.987018226792453
1 "STANDING" "fBodyAccJerkZ" -0.990752166037736 -0.992349818113208
1 "STANDING" "fBodyAccMag" -0.985356361132075 -0.982313804716981
1 "STANDING" "fBodyAccX" -0.995249932641509 -0.99602834509434
1 "STANDING" "fBodyAccY" -0.977070847735849 -0.972293102075472
1 "STANDING" "fBodyAccZ" -0.985297098679245 -0.977937259622642
1 "STANDING" "fBodyBodyAccJerkMag" -0.99254247754717 -0.992536003396226
1 "STANDING" "fBodyBodyGyroJerkMag" -0.994815376981132 -0.994671123207547
1 "STANDING" "fBodyBodyGyroMag" -0.984617623396226 -0.978466072075472
1 "STANDING" "fBodyGyroX" -0.986386786037736 -0.987497128679245
1 "STANDING" "fBodyGyroY" -0.988984455849057 -0.987107727735849
1 "STANDING" "fBodyGyroZ" -0.980773122830189 -0.98234533
1 "STANDING" "tAccX" 1.00285410551297 0.00240779994949359
1 "STANDING" "tAccY" -0.254059246948703 0.00454784762390517
1 "STANDING" "tAccZ" 0.00697522471600118 0.00470244282802395
1 "STANDING" "tBodyAccJerkMag" -0.992367790566038 -0.993096209433962
1 "STANDING" "tBodyAccJerkX" 0.0753766542264151 -0.994604542264151
1 "STANDING" "tBodyAccJerkY" 0.00797573092830189 -0.98564873245283
1 "STANDING" "tBodyAccJerkZ" -0.00368524954709434 -0.992251177358491
1 "STANDING" "tBodyAccMag" -0.984278207358491 -0.981942928867925
1 "STANDING" "tBodyAccX" 0.278917629056604 -0.995759901509434
1 "STANDING" "tBodyAccY" -0.0161375901037736 -0.973190056415094
1 "STANDING" "tBodyAccZ" -0.110601817735849 -0.979775876981132
1 "STANDING" "tBodyGyroJerkMag" -0.994966790566038 -0.994733238679245
1 "STANDING" "tBodyGyroJerkX" -0.0996092129056604 -0.992945106981132
1 "STANDING" "tBodyGyroJerkY" -0.0440627877924528 -0.995137917358491
1 "STANDING" "tBodyGyroJerkZ" -0.0489505466716981 -0.992108467169811
1 "STANDING" "tBodyGyroMag" -0.976493792830189 -0.978690028679245
1 "STANDING" "tBodyGyroX" -0.0239877347979245 -0.987191946603774
1 "STANDING" "tBodyGyroY" -0.0593972209811321 -0.98773444
1 "STANDING" "tBodyGyroZ" 0.074800751 -0.980645626981132
1 "STANDING" "tGravityAccMag" -0.984278207358491 -0.981942928867925
1 "STANDING" "tGravityAccX" 0.942952000377358 -0.99376298509434
1 "STANDING" "tGravityAccY" -0.272983832264151 -0.981225957924528
1 "STANDING" "tGravityAccZ" 0.0134905823226415 -0.976324063584906
1 "WALKING" "BodyAccX" -5.04911990559208e-05 0.234133338780874
1 "WALKING" "BodyAccY" -0.000128854135947368 0.192116753389082
1 "WALKING" "BodyAccZ" -0.000938320109560033 0.136100278562349
1 "WALKING" "BodyGyroX" -0.014599858215148 0.460148204398441
1 "WALKING" "BodyGyroY" 0.00217139307711349 0.725724933538022
1 "WALKING" "BodyGyroZ" -0.00061430490753125 0.319697711403702
1 "WALKING" "fBodyAccJerkX" -0.170546964549579 -0.133586606326316
1 "WALKING" "fBodyAccJerkY" -0.0352255241130632 0.106739857136
1 "WALKING" "fBodyAccJerkZ" -0.468999224631579 -0.534713440421053
1 "WALKING" "fBodyAccMag" -0.128623450629474 -0.398032586842105
1 "WALKING" "fBodyAccX" -0.202794306326316 -0.319134719578947
1 "WALKING" "fBodyAccY" 0.0897127264021053 0.056040006846
1 "WALKING" "fBodyAccZ" -0.331560117789474 -0.279686751494737
1 "WALKING" "fBodyBodyAccJerkMag" -0.0571194000343158 -0.103492403002105
1 "WALKING" "fBodyBodyGyroJerkMag" -0.319308593778947 -0.381601911789474
1 "WALKING" "fBodyBodyGyroMag" -0.199252568986316 -0.321017953894737
1 "WALKING" "fBodyGyroX" -0.339032197115789 -0.516691938736842
1 "WALKING" "fBodyGyroY" -0.103059416434737 -0.0335081597884211
1 "WALKING" "fBodyGyroZ" -0.255940940315789 -0.436562227473684
1 "WALKING" "tAccX" 0.997061180921053 0.233861527742345
1 "WALKING" "tAccY" -0.263882523646155 0.191816890451813
1 "WALKING" "tAccZ" -0.0733891163883255 0.134023290420627
1 "WALKING" "tBodyAccJerkMag" -0.141428809031579 -0.0744717500625263
1 "WALKING" "tBodyAccJerkX" 0.0740416333157895 -0.113615602435789
1 "WALKING" "tBodyAccJerkY" 0.0282721095884211 0.0670025007684211
1 "WALKING" "tBodyAccJerkZ" -0.00416840617789474 -0.502699788526316
1 "WALKING" "tBodyAccMag" -0.136971176556842 -0.219688645631579
1 "WALKING" "tBodyAccX" 0.277330758736842 -0.283740258842105
1 "WALKING" "tBodyAccY" -0.0173838185273684 0.114461336747368
1 "WALKING" "tBodyAccZ" -0.111148103547368 -0.260027902210526
1 "WALKING" "tBodyGyroJerkMag" -0.298703679084211 -0.325324878894737
1 "WALKING" "tBodyGyroJerkX" -0.0899975423705263 -0.207421854757895
1 "WALKING" "tBodyGyroJerkY" -0.0398428709463158 -0.304468510631579
1 "WALKING" "tBodyGyroJerkZ" -0.0461309295021053 -0.404255452631579
1 "WALKING" "tBodyGyroMag" -0.160979552536842 -0.186978364526316
1 "WALKING" "tBodyGyroX" -0.041830963526 -0.473535485894737
1 "WALKING" "tBodyGyroY" -0.0695300462115789 -0.0546077686594737
1 "WALKING" "tBodyGyroZ" 0.0849448173042105 -0.344266629473684
1 "WALKING" "tGravityAccMag" -0.136971176556842 -0.219688645631579
1 "WALKING" "tGravityAccX" 0.935223201473684 -0.976609642526316
1 "WALKING" "tGravityAccY" -0.282165021263158 -0.971305961473684
1 "WALKING" "tGravityAccZ" -0.068102864 -0.947717226105263
1 "WALKING_DOWNSTAIRS" "BodyAccX" 0.00239312484429209 0.336079889792081
1 "WALKING_DOWNSTAIRS" "BodyAccY" 0.00378679923166454 0.167107738240112
1 "WALKING_DOWNSTAIRS" "BodyAccZ" 0.000244930193343431 0.141422318310637
1 "WALKING_DOWNSTAIRS" "BodyGyroX" -0.0076353937466199 0.473650027519683
1 "WALKING_DOWNSTAIRS" "BodyGyroY" -0.00749376960210459 0.670805656547777
1 "WALKING_DOWNSTAIRS" "BodyGyroZ" 0.00166069456162309 0.426010424400372
1 "WALKING_DOWNSTAIRS" "fBodyAccJerkX" -0.0276638676122449 -0.0863278966402041
1 "WALKING_DOWNSTAIRS" "fBodyAccJerkY" -0.12866715764898 -0.134580008877551
1 "WALKING_DOWNSTAIRS" "fBodyAccJerkZ" -0.288334735714286 -0.401721464285714
1 "WALKING_DOWNSTAIRS" "fBodyAccMag" 0.0965845343040816 -0.186530301073469
1 "WALKING_DOWNSTAIRS" "fBodyAccX" 0.0382291831510204 0.0243308391387755
1 "WALKING_DOWNSTAIRS" "fBodyAccY" 0.00154990783591837 -0.112963739953061
1 "WALKING_DOWNSTAIRS" "fBodyAccZ" -0.225574471693878 -0.297927894693878
1 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag" 0.0262184949326531 -0.104052260726531
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" -0.281963359177551 -0.391919876612245
1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" -0.185720285744898 -0.398350390122449
1 "WALKING_DOWNSTAIRS" "fBodyGyroX" -0.352449631363265 -0.495422486102041
1 "WALKING_DOWNSTAIRS" "fBodyGyroY" -0.0557022524693878 -0.181414728657143
1 "WALKING_DOWNSTAIRS" "fBodyGyroZ" -0.0318694271979592 -0.238443565306122
1 "WALKING_DOWNSTAIRS" "tAccX" 0.997136499202806 0.335222988334404
1 "WALKING_DOWNSTAIRS" "tAccY" -0.244431799830995 0.166002821400445
1 "WALKING_DOWNSTAIRS" "tAccZ" -0.0663263184201658 0.138533330819824
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag" -0.0894474807979592 -0.0257877197081633
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkX" 0.0541553164897959 -0.012283860544898
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkY" 0.0296504490408163 -0.101601390640816
1 "WALKING_DOWNSTAIRS" "tBodyAccJerkZ" -0.0109719730183673 -0.345735032326531
1 "WALKING_DOWNSTAIRS" "tBodyAccMag" 0.0271882914106122 0.0198843506265306
1 "WALKING_DOWNSTAIRS" "tBodyAccX" 0.289188320408163 0.0300353383483878
1 "WALKING_DOWNSTAIRS" "tBodyAccY" -0.00991850461020408 -0.0319359434489796
1 "WALKING_DOWNSTAIRS" "tBodyAccZ" -0.107566190908163 -0.230434213204082
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag" -0.295463843346939 -0.306510645530612
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkX" -0.0739592036271429 -0.487027342244898
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkY" -0.0439902783367347 -0.238824827530612
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkZ" -0.0270461061061224 -0.268761480242857
1 "WALKING_DOWNSTAIRS" "tBodyGyroMag" -0.0757412543673469 -0.225724368061224
1 "WALKING_DOWNSTAIRS" "tBodyGyroX" -0.0350781902989796 -0.458030542938775
1 "WALKING_DOWNSTAIRS" "tBodyGyroY" -0.0909371290204082 -0.126349194938775
1 "WALKING_DOWNSTAIRS" "tBodyGyroZ" 0.0900850142030612 -0.124702454242857
1 "WALKING_DOWNSTAIRS" "tGravityAccMag" 0.0271882914106122 0.0198843506265306
1 "WALKING_DOWNSTAIRS" "tGravityAccX" 0.931874418979592 -0.950559811632653
1 "WALKING_DOWNSTAIRS" "tGravityAccY" -0.266610338979592 -0.937018658979592
1 "WALKING_DOWNSTAIRS" "tGravityAccZ" -0.0621199585938775 -0.895939695102041
1 "WALKING_UPSTAIRS" "BodyAccX" -0.00455728508969634 0.211075716737085
1 "WALKING_UPSTAIRS" "BodyAccY" -0.00357455272079452 0.172166978248995
1 "WALKING_UPSTAIRS" "BodyAccZ" 0.00363560725781545 0.179359824376013
1 "WALKING_UPSTAIRS" "BodyGyroX" 0.0806764951158314 0.398028599008249
1 "WALKING_UPSTAIRS" "BodyGyroY" -0.041460951730513 0.770670697587944
1 "WALKING_UPSTAIRS" "BodyGyroZ" -0.0123806836501887 0.240820734434467
1 "WALKING_UPSTAIRS" "fBodyAccJerkX" -0.479875245660377 -0.461907025849057
1 "WALKING_UPSTAIRS" "fBodyAccJerkY" -0.41344458754717 -0.381777065283019
1 "WALKING_UPSTAIRS" "fBodyAccJerkZ" -0.685474353962264 -0.726040200754717
1 "WALKING_UPSTAIRS" "fBodyAccMag" -0.352395944716981 -0.416260101509434
1 "WALKING_UPSTAIRS" "fBodyAccX" -0.404321784150943 -0.337428188679245
1 "WALKING_UPSTAIRS" "fBodyAccY" -0.190976720811321 0.0217695106566038
1 "WALKING_UPSTAIRS" "fBodyAccZ" -0.433349702075472 0.0859565543849057
1 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag" -0.44265216245283 -0.533059853773585
1 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" -0.634665082075472 -0.693930521509434
